event_year,event_week,respiratory_category,percent
2023,3,COVID-19,1.59
2023,3,Influenza,0.20
2023,3,Influenza,0.29
2023,3,RSV,0.07
2023,3,RSV,0.07
2023,3,ILI,0.41
2023,3,ILI,1.12
2023,4,Broad Acute Respiratory,12.73
2023,4,Broad Acute Respiratory,10.45
2023,4,COVID-19,2.55
2023,4,COVID-19,1.55
2023,4,Influenza,0.18
2023,4,Influenza,0.20
2023,4,RSV,0.16
2023,4,RSV,0.11
2023,4,ILI,0.35
2023,4,ILI,1.04
2023,5,Broad Acute Respiratory,13.61
2023,5,Broad Acute Respiratory,11.06
2023,5,COVID-19,2.34
2023,5,COVID-19,1.68
2023,5,Influenza,0.14
2023,5,Influenza,0.19
2023,5,RSV,0.09
2023,5,RSV,0.06
2023,5,ILI,0.48
2023,5,ILI,0.98
2023,6,Broad Acute Respiratory,13.51
2023,6,Broad Acute Respiratory,11.45
2023,6,COVID-19,2.40
2023,6,COVID-19,1.68
2023,6,Influenza,0.17
2023,6,Influenza,0.18
2023,6,RSV,0.10
2023,6,RSV,0.05
2023,6,ILI,0.40
2023,6,ILI,1.35
2023,7,Broad Acute Respiratory,13.96
2023,7,Broad Acute Respiratory,11.65
2023,7,COVID-19,2.33
2023,7,COVID-19,1.69
2023,7,Influenza,0.09
2023,7,Influenza,0.16
2023,7,RSV,0.07
2023,7,RSV,0.05
2023,7,ILI,0.40
2023,7,ILI,1.33
2023,8,Broad Acute Respiratory,13.51
2023,8,Broad Acute Respiratory,12.38
2023,8,COVID-19,2.41
2023,8,COVID-19,1.75
2023,8,Influenza,0.10
2023,8,Influenza,0.17
2023,8,RSV,0.02
2023,8,RSV,0.03
2023,8,ILI,0.31
2023,8,ILI,1.47
2023,9,Broad Acute Respiratory,13.71
2023,9,Broad Acute Respiratory,12.75
2023,9,COVID-19,2.38
2023,9,COVID-19,1.64
2023,9,Influenza,0.07
2023,9,Influenza,0.19
2023,9,RSV,0.12
2023,9,RSV,0.05
2023,9,ILI,0.57
2023,9,ILI,1.57
2023,10,Broad Acute Respiratory,13.82
2023,10,Broad Acute Respiratory,12.75
2023,10,COVID-19,2.47
2023,10,COVID-19,1.54
2023,10,Influenza,0.15
2023,10,Influenza,0.14
2023,10,RSV,0.12
2023,10,RSV,0.05
2023,10,ILI,0.53
2023,10,ILI,1.65
2023,11,Broad Acute Respiratory,12.94
2023,11,Broad Acute Respiratory,12.11
2023,11,COVID-19,1.92
2023,11,COVID-19,1.31
2023,11,Influenza,0.16
2023,11,Influenza,0.13
2023,11,RSV,0.00
2023,11,RSV,0.00
2023,11,ILI,0.42
2023,11,ILI,1.40
2023,12,Broad Acute Respiratory,13.90
2023,12,Broad Acute Respiratory,13.17
2023,12,COVID-19,2.08
2023,12,COVID-19,1.37
2023,12,Influenza,0.05
2023,12,Influenza,0.12
2023,12,RSV,0.07
2023,12,RSV,0.03
2023,12,ILI,0.36
2023,12,ILI,1.51
2023,13,Broad Acute Respiratory,13.93
2023,13,Broad Acute Respiratory,12.62
2023,13,COVID-19,2.12
2023,13,COVID-19,1.34
2023,13,Influenza,0.15
2023,13,Influenza,0.22
2023,13,RSV,0.02
2023,13,RSV,0.02
2023,13,ILI,0.37
2023,13,ILI,1.43
2023,14,Broad Acute Respiratory,13.82
2023,14,Broad Acute Respiratory,11.94
2023,14,COVID-19,1.42
2023,14,COVID-19,1.14
2023,14,Influenza,0.04
2023,14,Influenza,0.14
2023,14,RSV,0.02
2023,14,RSV,0.01
2023,14,ILI,0.39
2023,14,ILI,1.28
2023,15,Broad Acute Respiratory,14.39
2023,15,Broad Acute Respiratory,11.08
2023,15,COVID-19,1.59
2023,15,COVID-19,1.16
2023,15,Influenza,0.10
2023,15,Influenza,0.17
2023,15,RSV,0.00
2023,15,RSV,0.02
2023,15,ILI,0.41
2023,15,ILI,1.24
2023,16,Broad Acute Respiratory,13.38
2023,16,Broad Acute Respiratory,10.93
2023,16,COVID-19,1.30
2023,16,COVID-19,0.78
2023,16,Influenza,0.08
2023,16,Influenza,0.14
2023,16,RSV,0.05
2023,16,RSV,0.02
2023,16,ILI,0.19
2023,16,ILI,1.08
2023,17,Broad Acute Respiratory,13.32
2023,17,Broad Acute Respiratory,11.34
2023,17,COVID-19,1.10
2023,17,COVID-19,0.75
2023,17,Influenza,0.07
2023,17,Influenza,0.16
2023,17,RSV,0.02
2023,17,RSV,0.01
2023,17,ILI,0.30
2023,17,ILI,1.15
2023,18,Broad Acute Respiratory,12.52
2023,18,Broad Acute Respiratory,11.22
2023,18,COVID-19,0.97
2023,18,COVID-19,0.69
2023,18,Influenza,0.17
2023,18,Influenza,0.22
2023,18,RSV,0.00
2023,18,RSV,0.00
2023,18,ILI,0.39
2023,18,ILI,1.31
2023,19,Broad Acute Respiratory,12.69
2023,19,Broad Acute Respiratory,10.90
2023,19,COVID-19,1.00
2023,19,COVID-19,0.68
2023,19,Influenza,0.12
2023,19,Influenza,0.21
2023,19,RSV,0.00
2023,19,RSV,0.00
2023,19,ILI,0.31
2023,19,ILI,1.07
2023,20,Broad Acute Respiratory,12.93
2023,20,Broad Acute Respiratory,10.65
2023,20,COVID-19,1.04
2023,20,COVID-19,0.63
2023,20,Influenza,0.12
2023,20,Influenza,0.16
2023,20,RSV,0.00
2023,20,RSV,0.02
2023,20,ILI,0.32
2023,20,ILI,1.01
2023,21,Broad Acute Respiratory,12.22
2023,21,Broad Acute Respiratory,10.04
2023,21,COVID-19,0.63
2023,21,COVID-19,0.39
2023,21,Influenza,0.02
2023,21,Influenza,0.16
2023,21,RSV,0.00
2023,21,RSV,0.00
2023,21,ILI,0.31
2023,21,ILI,1.21
2023,22,Broad Acute Respiratory,13.08
2023,22,Broad Acute Respiratory,10.35
2023,22,COVID-19,0.71
2023,22,COVID-19,0.48
2023,22,Influenza,0.12
2023,22,Influenza,0.16
2023,22,RSV,0.07
2023,22,RSV,0.03
2023,22,ILI,0.32
2023,22,ILI,0.99
2023,23,Broad Acute Respiratory,12.49
2023,23,Broad Acute Respiratory,9.33
2023,23,COVID-19,0.81
2023,23,COVID-19,0.43
2023,23,Influenza,0.07
2023,23,Influenza,0.06
2023,23,RSV,0.00
2023,23,RSV,0.00
2023,23,ILI,0.43
2023,23,ILI,0.92
2023,24,Broad Acute Respiratory,11.69
2023,24,Broad Acute Respiratory,9.02
2023,24,COVID-19,0.50
2023,24,COVID-19,0.27
2023,24,Influenza,0.03
2023,24,Influenza,0.09
2023,24,RSV,0.02
2023,24,RSV,0.00
2023,24,ILI,0.34
2023,24,ILI,0.75
2023,25,Broad Acute Respiratory,10.76
2023,25,Broad Acute Respiratory,8.51
2023,25,COVID-19,0.48
2023,25,COVID-19,0.30
2023,25,Influenza,0.11
2023,25,Influenza,0.12
2023,25,RSV,0.02
2023,25,RSV,0.01
2023,25,ILI,0.18
2023,25,ILI,0.70
2023,26,Broad Acute Respiratory,9.92
2023,26,Broad Acute Respiratory,7.63
2023,26,COVID-19,0.39
2023,26,COVID-19,0.32
2023,26,Influenza,0.04
2023,26,Influenza,0.05
2023,26,RSV,0.02
2023,26,RSV,0.01
2023,26,ILI,0.09
2023,26,ILI,0.54
2023,27,Broad Acute Respiratory,10.79
2023,27,Broad Acute Respiratory,7.56
2023,27,COVID-19,0.53
2023,27,COVID-19,0.34
2023,27,Influenza,0.02
2023,27,Influenza,0.03
2023,27,RSV,0.00
2023,27,RSV,0.02
2023,27,ILI,0.11
2023,27,ILI,0.58
2023,28,Broad Acute Respiratory,10.13
2023,28,Broad Acute Respiratory,7.25
2023,28,COVID-19,0.19
2023,28,COVID-19,0.30
2023,28,Influenza,0.03
2023,28,Influenza,0.04
2023,28,RSV,0.00
2023,28,RSV,0.00
2023,28,ILI,0.19
2023,28,ILI,0.52
2023,29,Broad Acute Respiratory,11.09
2023,29,Broad Acute Respiratory,7.35
2023,29,COVID-19,0.45
2023,29,COVID-19,0.55
2023,29,Influenza,0.03
2023,29,Influenza,0.05
2023,29,RSV,0.00
2023,29,RSV,0.01
2023,29,ILI,0.05
2023,29,ILI,0.50
2023,30,Broad Acute Respiratory,10.72
2023,30,Broad Acute Respiratory,7.85
2023,30,COVID-19,0.73
2023,30,COVID-19,0.70
2023,30,Influenza,0.03
2023,30,Influenza,0.07
2023,30,RSV,0.03
2023,30,RSV,0.02
2023,30,ILI,0.19
2023,30,ILI,0.59
2023,31,Broad Acute Respiratory,10.89
2023,31,Broad Acute Respiratory,8.07
2023,31,COVID-19,0.74
2023,31,COVID-19,0.81
2023,31,Influenza,0.05
2023,31,Influenza,0.09
2023,31,RSV,0.00
2023,31,RSV,0.01
2023,31,ILI,0.26
2023,31,ILI,0.56
2023,32,Broad Acute Respiratory,11.60
2023,32,Broad Acute Respiratory,8.30
2023,32,COVID-19,1.08
2023,32,COVID-19,0.99
2023,32,Influenza,0.14
2023,32,Influenza,0.08
2023,32,RSV,0.00
2023,32,RSV,0.01
2023,32,ILI,0.32
2023,32,ILI,0.66
2023,33,Broad Acute Respiratory,10.77
2023,33,Broad Acute Respiratory,8.64
2023,33,COVID-19,1.13
2023,33,COVID-19,1.22
2023,33,Influenza,0.03
2023,33,Influenza,0.08
2023,33,RSV,0.00
2023,33,RSV,0.02
2023,33,ILI,0.36
2023,33,ILI,0.81
2023,34,Broad Acute Respiratory,11.54
2023,34,Broad Acute Respiratory,9.18
2023,34,COVID-19,1.17
2023,34,COVID-19,1.45
2023,34,Influenza,0.03
2023,34,Influenza,0.06
2023,34,RSV,0.02
2023,34,RSV,0.03
2023,34,ILI,0.33
2023,34,ILI,0.91
2023,35,Broad Acute Respiratory,11.34
2023,35,Broad Acute Respiratory,10.34
2023,35,COVID-19,1.16
2023,35,COVID-19,1.42
2023,35,Influenza,0.02
2023,35,Influenza,0.09
2023,35,RSV,0.02
2023,35,RSV,0.03
2023,35,ILI,0.32
2023,35,ILI,1.15
2023,36,Broad Acute Respiratory,13.35
2023,36,Broad Acute Respiratory,11.75
2023,36,COVID-19,1.80
2023,36,COVID-19,1.50
2023,36,Influenza,0.09
2023,36,Influenza,0.07
2023,36,RSV,0.07
2023,36,RSV,0.07
2023,36,ILI,0.33
2023,36,ILI,1.33
2023,37,Broad Acute Respiratory,12.58
2023,37,Broad Acute Respiratory,11.15
2023,37,COVID-19,1.75
2023,37,COVID-19,1.35
2023,37,Influenza,0.03
2023,37,Influenza,0.08
2023,37,RSV,0.03
2023,37,RSV,0.04
2023,37,ILI,0.52
2023,37,ILI,1.25
2023,38,Broad Acute Respiratory,12.73
2023,38,Broad Acute Respiratory,11.81
2023,38,COVID-19,1.88
2023,38,COVID-19,1.36
2023,38,Influenza,0.12
2023,38,Influenza,0.14
2023,38,RSV,0.09
2023,38,RSV,0.08
2023,38,ILI,0.55
2023,38,ILI,1.57
2023,39,Broad Acute Respiratory,12.24
2023,39,Broad Acute Respiratory,11.83
2023,39,COVID-19,1.30
2023,39,COVID-19,1.06
2023,39,Influenza,0.09
2023,39,Influenza,0.12
2023,39,RSV,0.05
2023,39,RSV,0.11
2023,39,ILI,0.38
2023,39,ILI,1.46
2023,40,Broad Acute Respiratory,12.89
2023,40,Broad Acute Respiratory,11.97
2023,40,COVID-19,1.13
2023,40,COVID-19,0.92
2023,40,Influenza,0.14
2023,40,Influenza,0.19
2023,40,RSV,0.14
2023,40,RSV,0.18
2023,40,ILI,0.52
2023,40,ILI,1.40
2023,41,Broad Acute Respiratory,13.37
2023,41,Broad Acute Respiratory,12.58
2023,41,COVID-19,1.39
2023,41,COVID-19,0.94
2023,41,Influenza,0.03
2023,41,Influenza,0.23
2023,41,RSV,0.33
2023,41,RSV,0.27
2023,41,ILI,0.76
2023,41,ILI,1.62
2023,42,Broad Acute Respiratory,14.88
2023,42,Broad Acute Respiratory,13.29
2023,42,COVID-19,1.64
2023,42,COVID-19,1.11
2023,42,Influenza,0.21
2023,42,Influenza,0.33
2023,42,RSV,0.31
2023,42,RSV,0.27
2023,42,ILI,0.45
2023,42,ILI,1.60
2023,43,Broad Acute Respiratory,12.98
2023,43,Broad Acute Respiratory,13.50
2023,43,COVID-19,1.14
2023,43,COVID-19,1.11
2023,43,Influenza,0.14
2023,43,Influenza,0.31
2023,43,RSV,0.26
2023,43,RSV,0.50
2023,43,ILI,0.46
2023,43,ILI,1.64
2023,44,Broad Acute Respiratory,14.33
2023,44,Broad Acute Respiratory,14.48
2023,44,COVID-19,1.52
2023,44,COVID-19,1.29
2023,44,Influenza,0.18
2023,44,Influenza,0.36
2023,44,RSV,0.45
2023,44,RSV,0.67
2023,44,ILI,0.54
2023,44,ILI,1.97
2023,45,Broad Acute Respiratory,15.74
2023,45,Broad Acute Respiratory,15.54
2023,45,COVID-19,1.90
2023,45,COVID-19,1.43
2023,45,Influenza,0.23
2023,45,Influenza,0.60
2023,45,RSV,0.75
2023,45,RSV,0.84
2023,45,ILI,0.68
2023,45,ILI,2.17
2023,46,Broad Acute Respiratory,15.66
2023,46,Broad Acute Respiratory,16.58
2023,46,COVID-19,2.01
2023,46,COVID-19,1.79
2023,46,Influenza,0.49
2023,46,Influenza,0.82
2023,46,RSV,0.97
2023,46,RSV,0.94
2023,46,ILI,0.61
2023,46,ILI,2.34
2023,47,Broad Acute Respiratory,18.20
2023,47,Broad Acute Respiratory,18.04
2023,47,COVID-19,2.98
2023,47,COVID-19,2.51
2023,47,Influenza,0.82
2023,47,Influenza,1.29
2023,47,RSV,1.49
2023,47,RSV,1.15
2023,47,ILI,0.80
2023,47,ILI,2.52
2023,48,Broad Acute Respiratory,18.89
2023,48,Broad Acute Respiratory,18.20
2023,48,COVID-19,2.91
2023,48,COVID-19,2.33
2023,48,Influenza,1.06
2023,48,Influenza,1.39
2023,48,RSV,1.35
2023,48,RSV,1.10
2023,48,ILI,0.88
2023,48,ILI,2.83
2023,49,Broad Acute Respiratory,18.76
2023,49,Broad Acute Respiratory,18.11
2023,49,COVID-19,3.02
2023,49,COVID-19,2.38
2023,49,Influenza,1.15
2023,49,Influenza,2.09
2023,49,RSV,1.14
2023,49,RSV,0.81
2023,49,ILI,0.92
2023,49,ILI,2.89
2023,50,Broad Acute Respiratory,18.63
2023,50,Broad Acute Respiratory,18.80
2023,50,COVID-19,2.94
2023,50,COVID-19,2.34
2023,50,Influenza,1.94
2023,50,Influenza,3.09
2023,50,RSV,1.17
2023,50,RSV,0.82
2023,50,ILI,0.73
2023,50,ILI,3.57
2023,51,Broad Acute Respiratory,20.45
2023,51,Broad Acute Respiratory,21.49
2023,51,COVID-19,3.57
2023,51,COVID-19,2.79
2023,51,Influenza,3.17
2023,51,Influenza,4.68
2023,51,RSV,1.14
2023,51,RSV,0.84
2023,51,ILI,1.07
2023,51,ILI,3.87
2023,52,Broad Acute Respiratory,22.72
2023,52,Broad Acute Respiratory,22.15
2023,52,COVID-19,4.23
2023,52,COVID-19,2.96
2023,52,Influenza,3.68
2023,52,Influenza,5.26
2023,52,RSV,0.84
2023,52,RSV,0.64
2023,52,ILI,1.17
2023,52,ILI,4.07
2023,1,Broad Acute Respiratory,20.35
2023,1,Broad Acute Respiratory,19.01
2023,1,COVID-19,3.52
2023,1,COVID-19,2.56
2023,1,Influenza,3.18
2023,1,Influenza,3.75
2023,1,RSV,1.03
2023,1,RSV,0.69
2023,1,ILI,1.25
2023,1,ILI,3.18
2024,2,Broad Acute Respiratory,19.03
2024,2,Broad Acute Respiratory,17.09
2024,2,COVID-19,2.88
2024,2,COVID-19,2.21
2024,2,Influenza,1.97
2024,2,Influenza,2.82
2024,2,RSV,0.94
2024,2,RSV,0.58
2024,2,ILI,1.09
2024,2,ILI,2.75
2024,3,Broad Acute Respiratory,15.29
2024,3,Broad Acute Respiratory,14.26
2024,3,COVID-19,2.27
2024,3,COVID-19,1.80
2024,3,Influenza,1.47
2024,3,Influenza,2.07
2024,3,RSV,0.57
2024,3,RSV,0.50
2024,3,ILI,0.73
2024,3,ILI,2.09
2024,4,Broad Acute Respiratory,14.03
2024,4,Broad Acute Respiratory,13.00
2024,4,COVID-19,1.86
2024,4,COVID-19,1.45
2024,4,Influenza,1.32
2024,4,Influenza,1.75
2024,4,RSV,0.42
2024,4,RSV,0.27
2024,4,ILI,0.70
2024,4,ILI,1.82
2024,5,Broad Acute Respiratory,14.75
2024,5,Broad Acute Respiratory,13.12
2024,5,COVID-19,1.37
2024,5,COVID-19,1.21
2024,5,Influenza,0.93
2024,5,Influenza,1.61
2024,5,RSV,0.37
2024,5,RSV,0.28
2024,5,ILI,0.69
2024,5,ILI,1.78
2024,6,Broad Acute Respiratory,15.62
2024,6,Broad Acute Respiratory,14.43
2024,6,COVID-19,1.94
2024,6,COVID-19,1.47
2024,6,Influenza,1.07
2024,6,Influenza,1.75
2024,6,RSV,0.36
2024,6,RSV,0.20
2024,6,ILI,0.53
2024,6,ILI,1.85
2024,7,Broad Acute Respiratory,14.82
2024,7,Broad Acute Respiratory,14.82
2024,7,COVID-19,1.34
2024,7,COVID-19,1.30
2024,7,Influenza,0.98
2024,7,Influenza,1.87
2024,7,RSV,0.24
2024,7,RSV,0.17
2024,7,ILI,0.69
2024,7,ILI,1.89
2024,8,Broad Acute Respiratory,15.05
2024,8,Broad Acute Respiratory,15.10
2024,8,COVID-19,1.64
2024,8,COVID-19,1.32
2024,8,Influenza,1.20
2024,8,Influenza,2.34
2024,8,RSV,0.23
2024,8,RSV,0.16
2024,8,ILI,0.69
2024,8,ILI,2.20
2024,9,Broad Acute Respiratory,13.83
2024,9,Broad Acute Respiratory,14.06
2024,9,COVID-19,1.49
2024,9,COVID-19,1.13
2024,9,Influenza,0.98
2024,9,Influenza,2.35
2024,9,RSV,0.28
2024,9,RSV,0.15
2024,9,ILI,0.51
2024,9,ILI,1.98
2024,10,Broad Acute Respiratory,13.86
2024,10,Broad Acute Respiratory,14.64
2024,10,COVID-19,1.11
2024,10,COVID-19,0.87
2024,10,Influenza,0.83
2024,10,Influenza,2.51
2024,10,RSV,0.12
2024,10,RSV,0.15
2024,10,ILI,0.60
2024,10,ILI,2.14
2024,11,Broad Acute Respiratory,14.58
2024,11,Broad Acute Respiratory,14.71
2024,11,COVID-19,1.21
2024,11,COVID-19,0.83
2024,11,Influenza,1.27
2024,11,Influenza,2.46
2024,11,RSV,0.23
2024,11,RSV,0.12
2024,11,ILI,0.84
2024,11,ILI,2.05
2024,12,Broad Acute Respiratory,14.09
2024,12,Broad Acute Respiratory,14.26
2024,12,COVID-19,0.94
2024,12,COVID-19,0.49
2024,12,Influenza,0.95
2024,12,Influenza,2.15
2024,12,RSV,0.14
2024,12,RSV,0.13
2024,12,ILI,0.73
2024,12,ILI,2.10
2024,13,Broad Acute Respiratory,15.07
2024,13,Broad Acute Respiratory,14.40
2024,13,COVID-19,0.79
2024,13,COVID-19,0.59
2024,13,Influenza,1.07
2024,13,Influenza,2.23
2024,13,RSV,0.11
2024,13,RSV,0.09
2024,13,ILI,0.56
2024,13,ILI,2.28
2024,14,Broad Acute Respiratory,15.01
2024,14,Broad Acute Respiratory,13.66
2024,14,COVID-19,0.77
2024,14,COVID-19,0.50
2024,14,Influenza,1.07
2024,14,Influenza,2.03
2024,14,RSV,0.25
2024,14,RSV,0.12
2024,14,ILI,0.67
2024,14,ILI,2.09
2024,15,Broad Acute Respiratory,14.69
2024,15,Broad Acute Respiratory,12.44
2024,15,COVID-19,0.63
2024,15,COVID-19,0.43
2024,15,Influenza,0.82
2024,15,Influenza,1.49
2024,15,RSV,0.12
2024,15,RSV,0.07
2024,15,ILI,0.58
2024,15,ILI,1.79
2024,16,Broad Acute Respiratory,14.61
2024,16,Broad Acute Respiratory,11.76
2024,16,COVID-19,0.63
2024,16,COVID-19,0.42
2024,16,Influenza,0.53
2024,16,Influenza,1.21
2024,16,RSV,0.14
2024,16,RSV,0.06
2024,16,ILI,0.44
2024,16,ILI,1.54
2024,17,Broad Acute Respiratory,13.30
2024,17,Broad Acute Respiratory,11.80
2024,17,COVID-19,0.61
2024,17,COVID-19,0.39
2024,17,Influenza,0.42
2024,17,Influenza,0.96
2024,17,RSV,0.07
2024,17,RSV,0.06
2024,17,ILI,0.37
2024,17,ILI,1.25
2024,18,Broad Acute Respiratory,13.56
2024,18,Broad Acute Respiratory,11.18
2024,18,COVID-19,0.52
2024,18,COVID-19,0.36
2024,18,Influenza,0.19
2024,18,Influenza,0.70
2024,18,RSV,0.05
2024,18,RSV,0.03
2024,18,ILI,0.36
2024,18,ILI,1.21
2024,19,Broad Acute Respiratory,13.36
2024,19,Broad Acute Respiratory,10.76
2024,19,COVID-19,0.50
2024,19,COVID-19,0.44
2024,19,Influenza,0.18
2024,19,Influenza,0.43
2024,19,RSV,0.05
2024,19,RSV,0.03
2024,19,ILI,0.45
2024,19,ILI,1.12
2024,20,Broad Acute Respiratory,13.43
2024,20,Broad Acute Respiratory,10.41
2024,20,COVID-19,0.49
2024,20,COVID-19,0.36
2024,20,Influenza,0.14
2024,20,Influenza,0.22
2024,20,RSV,0.05
2024,20,RSV,0.03
2024,20,ILI,0.51
2024,20,ILI,1.24
2024,21,Broad Acute Respiratory,12.55
2024,21,Broad Acute Respiratory,9.86
2024,21,COVID-19,0.45
2024,21,COVID-19,0.34
2024,21,Influenza,0.10
2024,21,Influenza,0.13
2024,21,RSV,0.05
2024,21,RSV,0.03
2024,21,ILI,0.31
2024,21,ILI,0.96
2024,22,Broad Acute Respiratory,12.38
2024,22,Broad Acute Respiratory,9.78
2024,22,COVID-19,0.36
2024,22,COVID-19,0.29
2024,22,Influenza,0.23
2024,22,Influenza,0.17
2024,22,RSV,0.02
2024,22,RSV,0.02
2024,22,ILI,0.16
2024,22,ILI,0.92
2024,23,Broad Acute Respiratory,11.72
2024,23,Broad Acute Respiratory,9.23
2024,23,COVID-19,0.51
2024,23,COVID-19,0.49
2024,23,Influenza,0.10
2024,23,Influenza,0.12
2024,23,RSV,0.00
2024,23,RSV,0.02
2024,23,ILI,0.48
2024,23,ILI,0.96
2024,24,Broad Acute Respiratory,12.05
2024,24,Broad Acute Respiratory,9.01
2024,24,COVID-19,0.56
2024,24,COVID-19,0.54
2024,24,Influenza,0.12
2024,24,Influenza,0.13
2024,24,RSV,0.02
2024,24,RSV,0.01
2024,24,ILI,0.37
2024,24,ILI,0.85
2024,25,Broad Acute Respiratory,12.01
2024,25,Broad Acute Respiratory,8.00
2024,25,COVID-19,0.87
2024,25,COVID-19,0.70
2024,25,Influenza,0.18
2024,25,Influenza,0.12
2024,25,RSV,0.02
2024,25,RSV,0.01
2024,25,ILI,0.30
2024,25,ILI,0.68
2024,26,Broad Acute Respiratory,11.62
2024,26,Broad Acute Respiratory,7.64
2024,26,COVID-19,0.70
2024,26,COVID-19,0.70
2024,26,Influenza,0.09
2024,26,Influenza,0.07
2024,26,RSV,0.02
2024,26,RSV,0.01
2024,26,ILI,0.23
2024,26,ILI,0.68
2026,7,COVID-19,0.78
2025,8,Broad Acute Respiratory,17.92
2025,45,RSV,0.07
2025,32,ILI,0.65
2024,41,Influenza,0.17
2025,14,ILI,1.59
2025,27,Influenza,0.03
2024,33,RSV,0.00
2026,11,Broad Acute Respiratory,15.26
2025,30,COVID-19,0.30
2024,33,Broad Acute Respiratory,9.13
2024,28,ILI,0.19
2025,33,Broad Acute Respiratory,11.26
2025,14,Broad Acute Respiratory,14.20
2024,30,Influenza,0.06
2024,33,RSV,0.02
2025,30,RSV,0.00
2025,27,COVID-19,0.20
2025,50,ILI,1.94
2026,8,ILI,0.57
2025,8,COVID-19,1.21
2025,44,Influenza,0.12
2026,8,RSV,0.77
2025,14,Broad Acute Respiratory,11.81
2026,7,RSV,0.77
2025,30,Broad Acute Respiratory,6.37
2025,33,COVID-19,0.52
2025,37,RSV,0.03
2025,46,Broad Acute Respiratory,13.60
2025,45,COVID-19,0.25
2026,7,RSV,0.75
2025,45,RSV,0.08
2026,10,ILI,0.56
2025,15,Influenza,1.07
2026,7,Influenza,0.65
2025,7,Broad Acute Respiratory,18.85
2026,1,ILI,3.59
2025,14,RSV,0.11
2024,46,ILI,1.50
2024,48,COVID-19,0.66
2025,22,COVID-19,0.32
2025,30,ILI,0.59
2026,10,Broad Acute Respiratory,15.20
2025,52,Influenza,5.18
2025,18,Influenza,0.19
2026,3,COVID-19,1.17
2024,42,RSV,0.07
2026,7,COVID-19,0.81
2026,8,COVID-19,0.59
2025,7,Influenza,3.58
2024,46,COVID-19,0.56
2026,1,Influenza,3.81
2024,30,Broad Acute Respiratory,8.24
2025,7,ILI,1.35
2026,14,RSV,0.40
2025,9,ILI,2.61
2026,10,RSV,0.76
2026,8,Influenza,0.47
2025,14,Influenza,0.83
2026,12,Broad Acute Respiratory,11.73
2026,9,RSV,0.77
2026,3,Broad Acute Respiratory,14.43
2025,45,ILI,1.32
2024,30,RSV,0.00
2026,10,COVID-19,0.45
2025,27,RSV,0.00
2024,48,RSV,0.72
2025,53,Influenza,5.53
2025,9,COVID-19,1.37
2025,8,ILI,1.26
2026,3,RSV,0.84
2024,46,COVID-19,0.35
2024,46,Broad Acute Respiratory,13.70
2024,33,COVID-19,2.15
2025,49,Influenza,0.94
2025,22,Influenza,0.16
2026,1,ILI,1.52
2024,46,Influenza,0.12
2025,13,ILI,0.55
2025,32,Broad Acute Respiratory,7.38
2025,33,Influenza,0.05
2024,28,Influenza,0.02
2025,51,Broad Acute Respiratory,16.85
2024,50,Broad Acute Respiratory,15.82
2026,13,Broad Acute Respiratory,15.38
2025,8,Influenza,3.07
2026,9,Influenza,1.72
2025,27,Broad Acute Respiratory,6.48
2025,22,RSV,0.05
2025,52,Broad Acute Respiratory,21.00
2026,4,Influenza,1.22
2026,14,COVID-19,0.25
2025,14,ILI,0.56
2025,7,COVID-19,1.03
2025,32,RSV,0.01
2025,37,Influenza,0.03
2026,9,COVID-19,0.49
2026,3,ILI,2.49
2024,46,RSV,0.27
2025,14,COVID-19,0.57
2024,28,COVID-19,1.22
2024,42,Influenza,0.11
2025,47,RSV,0.22
2025,45,ILI,0.47
2024,28,RSV,0.03
2026,9,Broad Acute Respiratory,13.05
2025,48,Broad Acute Respiratory,11.30
2025,9,Influenza,2.13
2025,47,Influenza,0.43
2026,14,Influenza,0.38
2025,45,Influenza,0.17
2024,33,ILI,0.85
2024,39,Broad Acute Respiratory,12.76
2026,7,ILI,0.52
2024,46,Influenza,0.21
2025,7,RSV,0.36
2024,39,Influenza,0.00
2024,39,RSV,0.00
2025,37,ILI,1.32
2025,36,COVID-19,0.70
2026,8,Broad Acute Respiratory,15.19
2025,45,Broad Acute Respiratory,10.75
2025,47,ILI,0.47
2026,14,ILI,0.48
2026,10,Influenza,0.68
2026,1,COVID-19,1.49
2025,47,Broad Acute Respiratory,13.13
2025,18,RSV,0.04
2025,3,RSV,0.83
2024,30,COVID-19,1.53
2025,45,Broad Acute Respiratory,13.41
2025,14,Influenza,1.76
2025,47,COVID-19,0.37
2024,48,ILI,0.68
2025,32,COVID-19,0.48
2025,18,ILI,0.34
2025,33,RSV,0.02
2025,22,ILI,0.39
2025,43,Broad Acute Respiratory,12.87
2024,39,ILI,0.94
2024,46,ILI,0.55
2026,1,RSV,0.60
2026,1,Influenza,4.52
2026,1,COVID-19,1.40
2024,33,Influenza,0.07
2025,52,COVID-19,1.38
2026,26,ILI,0.43
2025,30,Influenza,0.06
2026,3,RSV,0.75
2024,38,ILI,0.40
2024,50,ILI,0.67
2026,3,Influenza,2.69
2025,52,ILI,1.55
2025,32,Influenza,0.05
2025,49,RSV,0.27
2025,45,COVID-19,0.24
2025,27,ILI,0.63
2024,48,Influenza,0.21
2024,48,Broad Acute Respiratory,14.83
2025,14,COVID-19,0.47
2024,46,RSV,0.31
2024,38,RSV,0.03
2026,17,ILI,1.40
2024,50,RSV,1.02
2025,21,Influenza,0.19
