event_year,event_season,respiratory_category,percent
2021,2021-2022,ILI,1.65
2021,2021-2022,Broad Acute Respiratory,19.90
2021,2021-2022,Broad Acute Respiratory,17.97
2021,2021-2022,COVID-19,10.52
2021,2021-2022,COVID-19,8.15
2021,2021-2022,Influenza,0.19
2021,2021-2022,Influenza,0.50
2021,2021-2022,RSV,0.38
2021,2021-2022,RSV,0.21
2021,2021-2022,ILI,0.62
2021,2021-2022,ILI,2.00
2021,2021-2022,Broad Acute Respiratory,28.06
2021,2021-2022,Broad Acute Respiratory,27.01
2021,2021-2022,COVID-19,18.73
2021,2021-2022,COVID-19,16.68
2021,2021-2022,Influenza,0.21
2021,2021-2022,Influenza,0.43
2021,2021-2022,RSV,0.10
2021,2021-2022,RSV,0.16
2021,2021-2022,ILI,0.99
2021,2021-2022,ILI,3.33
2021,2021-2022,Broad Acute Respiratory,35.02
2021,2021-2022,Broad Acute Respiratory,27.48
2021,2021-2022,COVID-19,26.43
2021,2021-2022,COVID-19,18.20
2021,2021-2022,Influenza,0.13
2021,2021-2022,Influenza,0.29
2021,2021-2022,RSV,0.15
2021,2021-2022,RSV,0.11
2021,2021-2022,ILI,0.88
2021,2021-2022,ILI,2.86
2022,2021-2022,Broad Acute Respiratory,33.95
2022,2021-2022,Broad Acute Respiratory,24.17
2022,2021-2022,COVID-19,25.93
2022,2021-2022,COVID-19,16.29
2022,2021-2022,Influenza,0.12
2022,2021-2022,Influenza,0.19
2022,2021-2022,RSV,0.14
2022,2021-2022,RSV,0.09
2022,2021-2022,ILI,0.74
2022,2021-2022,ILI,1.95
2022,2021-2022,Broad Acute Respiratory,27.08
2022,2021-2022,Broad Acute Respiratory,16.81
2022,2021-2022,COVID-19,19.50
2022,2021-2022,COVID-19,10.65
2022,2021-2022,Influenza,0.12
2022,2021-2022,Influenza,0.14
2022,2021-2022,RSV,0.05
2022,2021-2022,RSV,0.05
2022,2021-2022,ILI,0.58
2022,2021-2022,ILI,1.14
2022,2021-2022,Broad Acute Respiratory,22.00
2022,2021-2022,Broad Acute Respiratory,13.76
2022,2021-2022,COVID-19,12.30
2022,2021-2022,COVID-19,6.78
2022,2021-2022,Influenza,0.09
2022,2021-2022,Influenza,0.07
2022,2021-2022,RSV,0.07
2022,2021-2022,RSV,0.04
2022,2021-2022,ILI,0.33
2022,2021-2022,ILI,0.74
2022,2021-2022,Broad Acute Respiratory,16.77
2022,2021-2022,Broad Acute Respiratory,10.42
2022,2021-2022,COVID-19,7.05
2022,2021-2022,COVID-19,3.74
2022,2021-2022,Influenza,0.04
2022,2021-2022,Influenza,0.05
2022,2021-2022,RSV,0.04
2022,2021-2022,RSV,0.05
2022,2021-2022,ILI,0.17
2022,2021-2022,ILI,0.61
2022,2021-2022,Broad Acute Respiratory,13.61
2022,2021-2022,Broad Acute Respiratory,8.39
2022,2021-2022,COVID-19,4.44
2022,2021-2022,COVID-19,2.12
2022,2021-2022,Influenza,0.00
2022,2021-2022,Influenza,0.07
2022,2021-2022,RSV,0.02
2022,2021-2022,RSV,0.02
2022,2021-2022,ILI,0.13
2022,2021-2022,ILI,0.36
2022,2021-2022,Broad Acute Respiratory,12.18
2022,2021-2022,Broad Acute Respiratory,7.58
2022,2021-2022,COVID-19,2.87
2022,2021-2022,COVID-19,1.52
2022,2021-2022,Influenza,0.00
2022,2021-2022,Influenza,0.03
2022,2021-2022,RSV,0.02
2022,2021-2022,RSV,0.06
2022,2021-2022,ILI,0.23
2022,2021-2022,ILI,0.53
2022,2021-2022,Broad Acute Respiratory,11.39
2022,2021-2022,Broad Acute Respiratory,7.59
2022,2021-2022,COVID-19,2.40
2022,2021-2022,COVID-19,1.10
2022,2021-2022,Influenza,0.04
2022,2021-2022,Influenza,0.09
2022,2021-2022,RSV,0.05
2022,2021-2022,RSV,0.03
2022,2021-2022,ILI,0.18
2022,2021-2022,ILI,0.58
2022,2021-2022,Broad Acute Respiratory,11.00
2022,2021-2022,Broad Acute Respiratory,7.64
2022,2021-2022,COVID-19,1.82
2022,2021-2022,COVID-19,0.74
2022,2021-2022,Influenza,0.04
2022,2021-2022,Influenza,0.09
2022,2021-2022,RSV,0.05
2022,2021-2022,RSV,0.04
2022,2021-2022,ILI,0.13
2022,2021-2022,ILI,0.50
2022,2021-2022,Broad Acute Respiratory,10.74
2022,2021-2022,Broad Acute Respiratory,7.76
2022,2021-2022,COVID-19,1.05
2022,2021-2022,COVID-19,0.47
2022,2021-2022,Influenza,0.07
2022,2021-2022,Influenza,0.16
2022,2021-2022,RSV,0.05
2022,2021-2022,RSV,0.04
2022,2021-2022,ILI,0.23
2022,2021-2022,ILI,0.53
2022,2021-2022,Broad Acute Respiratory,10.86
2022,2021-2022,Broad Acute Respiratory,9.01
2022,2021-2022,COVID-19,1.15
2022,2021-2022,COVID-19,0.51
2022,2021-2022,Influenza,0.04
2022,2021-2022,Influenza,0.28
2022,2021-2022,RSV,0.05
2022,2021-2022,RSV,0.03
2022,2021-2022,ILI,0.23
2022,2021-2022,ILI,0.80
2022,2021-2022,Broad Acute Respiratory,11.52
2022,2021-2022,Broad Acute Respiratory,9.21
2022,2021-2022,COVID-19,1.01
2022,2021-2022,COVID-19,0.45
2022,2021-2022,Influenza,0.14
2022,2021-2022,Influenza,0.36
2022,2021-2022,RSV,0.12
2022,2021-2022,RSV,0.07
2022,2021-2022,ILI,0.10
2022,2021-2022,ILI,0.88
2022,2021-2022,Broad Acute Respiratory,11.17
2022,2021-2022,Broad Acute Respiratory,9.65
2022,2021-2022,COVID-19,0.94
2022,2021-2022,COVID-19,0.39
2022,2021-2022,Influenza,0.26
2022,2021-2022,Influenza,0.66
2022,2021-2022,RSV,0.02
2022,2021-2022,RSV,0.02
2022,2021-2022,ILI,0.26
2022,2021-2022,ILI,1.21
2022,2021-2022,Broad Acute Respiratory,10.79
2022,2021-2022,Broad Acute Respiratory,10.74
2022,2021-2022,COVID-19,0.81
2022,2021-2022,COVID-19,0.53
2022,2021-2022,Influenza,0.37
2022,2021-2022,Influenza,0.91
2022,2021-2022,RSV,0.00
2022,2021-2022,RSV,0.04
2022,2021-2022,ILI,0.12
2022,2021-2022,ILI,1.20
2022,2021-2022,Broad Acute Respiratory,11.74
2022,2021-2022,Broad Acute Respiratory,11.15
2022,2021-2022,COVID-19,0.90
2022,2021-2022,COVID-19,0.65
2022,2021-2022,Influenza,0.49
2022,2021-2022,Influenza,1.09
2022,2021-2022,RSV,0.05
2022,2021-2022,RSV,0.04
2022,2021-2022,ILI,0.29
2022,2021-2022,ILI,1.46
2022,2021-2022,Broad Acute Respiratory,12.44
2022,2021-2022,Broad Acute Respiratory,11.62
2022,2021-2022,COVID-19,1.18
2022,2021-2022,COVID-19,0.84
2022,2021-2022,Influenza,0.49
2022,2021-2022,Influenza,1.10
2022,2021-2022,RSV,0.04
2022,2021-2022,RSV,0.03
2022,2021-2022,ILI,0.24
2022,2021-2022,ILI,1.47
2022,2021-2022,Broad Acute Respiratory,12.42
2022,2021-2022,Broad Acute Respiratory,12.21
2022,2021-2022,COVID-19,1.37
2022,2021-2022,COVID-19,1.12
2022,2021-2022,Influenza,0.52
2022,2021-2022,Influenza,1.25
2022,2021-2022,RSV,0.00
2022,2021-2022,RSV,0.05
2022,2021-2022,ILI,0.37
2022,2021-2022,ILI,1.52
2022,2021-2022,Broad Acute Respiratory,12.82
2022,2021-2022,Broad Acute Respiratory,11.79
2022,2021-2022,COVID-19,1.60
2022,2021-2022,COVID-19,1.27
2022,2021-2022,Influenza,0.58
2022,2021-2022,Influenza,1.23
2022,2021-2022,RSV,0.05
2022,2021-2022,RSV,0.05
2022,2021-2022,ILI,0.23
2022,2021-2022,ILI,1.54
2022,2021-2022,Broad Acute Respiratory,12.53
2022,2021-2022,Broad Acute Respiratory,12.59
2022,2021-2022,COVID-19,1.77
2022,2021-2022,COVID-19,1.64
2022,2021-2022,Influenza,0.53
2022,2021-2022,Influenza,1.39
2022,2021-2022,RSV,0.04
2022,2021-2022,RSV,0.02
2022,2021-2022,ILI,0.35
2022,2021-2022,ILI,1.80
2022,2021-2022,Broad Acute Respiratory,13.61
2022,2021-2022,Broad Acute Respiratory,12.50
2022,2021-2022,COVID-19,2.60
2022,2021-2022,COVID-19,2.27
2022,2021-2022,Influenza,0.55
2022,2021-2022,Influenza,1.19
2022,2021-2022,RSV,0.05
2022,2021-2022,RSV,0.05
2022,2021-2022,ILI,0.50
2022,2021-2022,ILI,1.66
2022,2021-2022,Broad Acute Respiratory,12.89
2022,2021-2022,Broad Acute Respiratory,11.12
2022,2021-2022,COVID-19,2.92
2022,2021-2022,COVID-19,1.95
2022,2021-2022,Influenza,0.40
2022,2021-2022,Influenza,0.67
2022,2021-2022,RSV,0.02
2022,2021-2022,RSV,0.02
2022,2021-2022,ILI,0.19
2022,2021-2022,ILI,1.34
2022,2021-2022,Broad Acute Respiratory,12.14
2022,2021-2022,Broad Acute Respiratory,11.24
2022,2021-2022,COVID-19,2.61
2022,2021-2022,COVID-19,2.18
2022,2021-2022,Influenza,0.21
2022,2021-2022,Influenza,0.43
2022,2021-2022,RSV,0.05
2022,2021-2022,RSV,0.08
2022,2021-2022,ILI,0.23
2022,2021-2022,ILI,1.18
2022,2021-2022,Broad Acute Respiratory,13.56
2022,2021-2022,Broad Acute Respiratory,11.55
2022,2021-2022,COVID-19,3.34
2022,2021-2022,COVID-19,2.61
2022,2021-2022,Influenza,0.06
2022,2021-2022,Influenza,0.27
2022,2021-2022,RSV,0.09
2022,2021-2022,RSV,0.08
2022,2021-2022,ILI,0.24
2022,2021-2022,ILI,1.33
2022,2021-2022,Broad Acute Respiratory,12.90
2022,2021-2022,Broad Acute Respiratory,11.16
2022,2021-2022,COVID-19,2.61
2022,2021-2022,COVID-19,2.33
2022,2021-2022,Influenza,0.09
2022,2021-2022,Influenza,0.20
2022,2021-2022,RSV,0.05
2022,2021-2022,RSV,0.06
2022,2021-2022,ILI,0.23
2022,2021-2022,ILI,1.25
2022,2021-2022,Broad Acute Respiratory,12.56
2022,2021-2022,Broad Acute Respiratory,10.42
2022,2021-2022,COVID-19,3.03
2022,2021-2022,COVID-19,2.25
2022,2021-2022,Influenza,0.10
2022,2021-2022,Influenza,0.16
2022,2021-2022,RSV,0.07
2022,2021-2022,RSV,0.02
2022,2021-2022,ILI,0.22
2022,2021-2022,ILI,1.06
2022,2021-2022,Broad Acute Respiratory,12.84
2022,2021-2022,Broad Acute Respiratory,10.49
2022,2021-2022,COVID-19,3.35
2022,2021-2022,COVID-19,2.57
2022,2021-2022,Influenza,0.07
2022,2021-2022,Influenza,0.11
2022,2021-2022,RSV,0.02
2022,2021-2022,RSV,0.03
2022,2021-2022,ILI,0.28
2022,2021-2022,ILI,1.01
2022,2021-2022,Broad Acute Respiratory,12.50
2022,2021-2022,Broad Acute Respiratory,10.40
2022,2021-2022,COVID-19,3.22
2022,2021-2022,COVID-19,2.71
2022,2021-2022,Influenza,0.00
2022,2021-2022,Influenza,0.08
2022,2021-2022,RSV,0.05
2022,2021-2022,RSV,0.05
2022,2021-2022,ILI,0.26
2022,2021-2022,ILI,0.98
2022,2021-2022,Broad Acute Respiratory,12.60
2022,2021-2022,Broad Acute Respiratory,9.82
2022,2021-2022,COVID-19,3.52
2022,2021-2022,COVID-19,3.08
2022,2021-2022,Influenza,0.02
2022,2021-2022,Influenza,0.06
2022,2021-2022,RSV,0.07
2022,2021-2022,RSV,0.06
2022,2021-2022,ILI,0.39
2022,2021-2022,ILI,0.99
2022,2021-2022,Broad Acute Respiratory,13.12
2022,2021-2022,Broad Acute Respiratory,10.10
2022,2021-2022,COVID-19,3.78
2022,2021-2022,COVID-19,3.27
2022,2021-2022,Influenza,0.03
2022,2021-2022,Influenza,0.04
2022,2021-2022,RSV,0.03
2022,2021-2022,RSV,0.05
2022,2021-2022,ILI,0.15
2022,2021-2022,ILI,0.89
2022,2021-2022,Broad Acute Respiratory,13.56
2022,2021-2022,Broad Acute Respiratory,10.29
2022,2021-2022,COVID-19,3.86
2022,2021-2022,COVID-19,3.49
2022,2021-2022,Influenza,0.03
2022,2021-2022,Influenza,0.05
2022,2021-2022,RSV,0.03
2022,2021-2022,RSV,0.04
2022,2021-2022,ILI,0.26
2022,2021-2022,ILI,0.94
2022,2021-2022,Broad Acute Respiratory,13.02
2022,2021-2022,Broad Acute Respiratory,9.61
2022,2021-2022,COVID-19,4.01
2022,2021-2022,COVID-19,3.29
2022,2021-2022,Influenza,0.04
2022,2021-2022,Influenza,0.04
2022,2021-2022,RSV,0.05
2022,2021-2022,RSV,0.06
2022,2021-2022,ILI,0.25
2022,2021-2022,ILI,0.87
2022,2021-2022,Broad Acute Respiratory,13.10
2022,2021-2022,Broad Acute Respiratory,9.92
2022,2021-2022,COVID-19,3.94
2022,2021-2022,COVID-19,3.24
2022,2021-2022,Influenza,0.03
2022,2021-2022,Influenza,0.05
2022,2021-2022,RSV,0.07
2022,2021-2022,RSV,0.08
2022,2021-2022,ILI,0.17
2022,2021-2022,ILI,0.88
2022,2021-2022,Broad Acute Respiratory,12.73
2022,2021-2022,Broad Acute Respiratory,9.81
2022,2021-2022,COVID-19,4.11
2022,2021-2022,COVID-19,3.26
2022,2021-2022,Influenza,0.04
2022,2021-2022,Influenza,0.02
2022,2021-2022,RSV,0.04
2022,2021-2022,RSV,0.12
2022,2021-2022,ILI,0.23
2022,2021-2022,ILI,0.87
2022,2021-2022,Broad Acute Respiratory,13.32
2022,2021-2022,Broad Acute Respiratory,9.91
2022,2021-2022,COVID-19,3.46
2022,2021-2022,COVID-19,2.71
2022,2021-2022,Influenza,0.02
2022,2021-2022,Influenza,0.02
2022,2021-2022,RSV,0.14
2022,2021-2022,RSV,0.16
2022,2021-2022,ILI,0.20
2022,2021-2022,ILI,0.71
2022,2021-2022,Broad Acute Respiratory,12.36
2022,2021-2022,Broad Acute Respiratory,9.91
2022,2021-2022,COVID-19,3.22
2022,2021-2022,COVID-19,2.48
2022,2021-2022,Influenza,0.08
2022,2021-2022,Influenza,0.08
2022,2021-2022,RSV,0.14
2022,2021-2022,RSV,0.12
2022,2021-2022,ILI,0.22
2022,2021-2022,ILI,0.92
2022,2021-2022,Broad Acute Respiratory,13.98
2022,2021-2022,Broad Acute Respiratory,11.19
2022,2021-2022,COVID-19,3.60
2022,2021-2022,COVID-19,2.50
2022,2021-2022,Influenza,0.09
2022,2021-2022,Influenza,0.09
2022,2021-2022,RSV,0.28
2022,2021-2022,RSV,0.17
2022,2021-2022,ILI,0.33
2022,2021-2022,ILI,1.32
2022,2021-2022,Broad Acute Respiratory,13.69
2022,2021-2022,Broad Acute Respiratory,11.73
2022,2021-2022,COVID-19,3.03
2022,2021-2022,COVID-19,2.06
2022,2021-2022,Influenza,0.02
2022,2021-2022,Influenza,0.06
2022,2021-2022,RSV,0.19
2022,2021-2022,RSV,0.23
2022,2021-2022,ILI,0.42
2022,2021-2022,ILI,1.35
2022,2021-2022,Broad Acute Respiratory,12.58
2022,2021-2022,Broad Acute Respiratory,11.14
2022,2021-2022,COVID-19,2.24
2022,2021-2022,COVID-19,1.72
2022,2021-2022,Influenza,0.11
2022,2021-2022,Influenza,0.09
2022,2021-2022,RSV,0.39
2022,2021-2022,RSV,0.30
2022,2021-2022,ILI,0.33
2022,2021-2022,ILI,1.07
2022,2021-2022,Broad Acute Respiratory,12.81
2022,2021-2022,Broad Acute Respiratory,11.51
2022,2021-2022,COVID-19,2.38
2022,2021-2022,COVID-19,1.43
2022,2021-2022,Influenza,0.12
2022,2021-2022,Influenza,0.11
2022,2021-2022,RSV,0.43
2022,2021-2022,RSV,0.46
2022,2021-2022,ILI,0.21
2022,2021-2022,ILI,1.29
2022,2021-2022,Broad Acute Respiratory,12.41
2022,2021-2022,Broad Acute Respiratory,11.75
2022,2021-2022,COVID-19,1.87
2022,2021-2022,COVID-19,1.29
2022,2021-2022,Influenza,0.05
2022,2021-2022,Influenza,0.13
2022,2021-2022,RSV,0.51
2022,2021-2022,RSV,0.60
2022,2021-2022,ILI,0.21
2022,2021-2022,ILI,1.16
2022,2022-2023,Broad Acute Respiratory,13.53
2022,2022-2023,Broad Acute Respiratory,13.34
2022,2022-2023,COVID-19,1.92
2022,2022-2023,COVID-19,1.21
2022,2022-2023,Influenza,0.10
2022,2022-2023,Influenza,0.19
2022,2022-2023,RSV,0.62
2022,2022-2023,RSV,0.82
2022,2022-2023,ILI,0.45
2022,2022-2023,ILI,1.76
2022,2022-2023,Broad Acute Respiratory,14.89
2022,2022-2023,Broad Acute Respiratory,13.95
2022,2022-2023,COVID-19,2.27
2022,2022-2023,COVID-19,1.41
2022,2022-2023,Influenza,0.05
2022,2022-2023,Influenza,0.26
2022,2022-2023,RSV,1.21
2022,2022-2023,RSV,1.14
2022,2022-2023,ILI,0.52
2022,2022-2023,ILI,1.96
2022,2022-2023,Broad Acute Respiratory,15.10
2022,2022-2023,Broad Acute Respiratory,14.79
2022,2022-2023,COVID-19,2.55
2022,2022-2023,COVID-19,1.65
2022,2022-2023,Influenza,0.22
2022,2022-2023,Influenza,0.40
2022,2022-2023,RSV,1.27
2022,2022-2023,RSV,1.34
2022,2022-2023,ILI,0.63
2022,2022-2023,ILI,2.06
2022,2022-2023,Broad Acute Respiratory,14.50
2022,2022-2023,Broad Acute Respiratory,15.59
2022,2022-2023,COVID-19,2.86
2022,2022-2023,COVID-19,1.77
2022,2022-2023,Influenza,0.27
2022,2022-2023,Influenza,0.81
2022,2022-2023,RSV,0.94
2022,2022-2023,RSV,1.31
2022,2022-2023,ILI,0.63
2022,2022-2023,ILI,2.27
2022,2022-2023,Broad Acute Respiratory,15.80
2022,2022-2023,Broad Acute Respiratory,16.95
2022,2022-2023,COVID-19,2.96
2022,2022-2023,COVID-19,2.04
2022,2022-2023,Influenza,0.62
2022,2022-2023,Influenza,1.68
2022,2022-2023,RSV,1.28
2022,2022-2023,RSV,1.28
2022,2022-2023,ILI,0.77
2022,2022-2023,ILI,3.00
2022,2022-2023,Broad Acute Respiratory,15.64
2022,2022-2023,Broad Acute Respiratory,18.59
2022,2022-2023,COVID-19,3.31
2022,2022-2023,COVID-19,1.99
2022,2022-2023,Influenza,0.89
2022,2022-2023,Influenza,2.85
2022,2022-2023,RSV,1.15
2022,2022-2023,RSV,1.21
2022,2022-2023,ILI,0.75
2022,2022-2023,ILI,3.55
2022,2022-2023,Broad Acute Respiratory,16.79
2022,2022-2023,Broad Acute Respiratory,20.70
2022,2022-2023,COVID-19,3.38
2022,2022-2023,COVID-19,2.02
2022,2022-2023,Influenza,1.73
2022,2022-2023,Influenza,5.08
2022,2022-2023,RSV,0.76
2022,2022-2023,RSV,0.73
2022,2022-2023,ILI,1.00
2022,2022-2023,ILI,4.26
2022,2022-2023,Broad Acute Respiratory,19.82
2022,2022-2023,Broad Acute Respiratory,25.04
2022,2022-2023,COVID-19,3.73
2022,2022-2023,COVID-19,2.42
2022,2022-2023,Influenza,3.73
2022,2022-2023,Influenza,8.75
2022,2022-2023,RSV,0.59
2022,2022-2023,RSV,0.59
2022,2022-2023,ILI,1.49
2022,2022-2023,ILI,5.48
2022,2022-2023,Broad Acute Respiratory,20.56
2022,2022-2023,Broad Acute Respiratory,22.70
2022,2022-2023,COVID-19,3.91
2022,2022-2023,COVID-19,2.67
2022,2022-2023,Influenza,3.73
2022,2022-2023,Influenza,7.31
2022,2022-2023,RSV,0.55
2022,2022-2023,RSV,0.44
2022,2022-2023,ILI,1.34
2022,2022-2023,ILI,5.08
2022,2022-2023,Broad Acute Respiratory,20.17
2022,2022-2023,Broad Acute Respiratory,21.66
2022,2022-2023,COVID-19,3.96
2022,2022-2023,COVID-19,2.77
2022,2022-2023,Influenza,3.53
2022,2022-2023,Influenza,6.27
2022,2022-2023,RSV,0.25
2022,2022-2023,RSV,0.31
2022,2022-2023,ILI,0.91
2022,2022-2023,ILI,4.12
2022,2022-2023,Broad Acute Respiratory,18.48
2022,2022-2023,Broad Acute Respiratory,19.06
2022,2022-2023,COVID-19,4.61
2022,2022-2023,COVID-19,2.87
2022,2022-2023,Influenza,2.96
2022,2022-2023,Influenza,5.04
2022,2022-2023,RSV,0.37
2022,2022-2023,RSV,0.25
2022,2022-2023,ILI,1.31
2022,2022-2023,ILI,3.42
2022,2022-2023,Broad Acute Respiratory,16.75
2022,2022-2023,Broad Acute Respiratory,16.59
2022,2022-2023,COVID-19,4.47
2022,2022-2023,COVID-19,3.07
2022,2022-2023,Influenza,1.70
2022,2022-2023,Influenza,2.96
2022,2022-2023,RSV,0.27
2022,2022-2023,RSV,0.23
2022,2022-2023,ILI,0.79
2022,2022-2023,ILI,2.80
2022,2022-2023,Broad Acute Respiratory,17.70
2022,2022-2023,Broad Acute Respiratory,15.40
2022,2022-2023,COVID-19,4.64
2022,2022-2023,COVID-19,2.91
2022,2022-2023,Influenza,1.28
2022,2022-2023,Influenza,1.78
2022,2022-2023,RSV,0.29
2022,2022-2023,RSV,0.20
2022,2022-2023,ILI,0.71
2022,2022-2023,ILI,2.08
2023,2022-2023,Broad Acute Respiratory,15.61
2023,2022-2023,Broad Acute Respiratory,12.93
2023,2022-2023,COVID-19,3.94
2023,2022-2023,COVID-19,2.48
2023,2022-2023,Influenza,0.73
2023,2022-2023,Influenza,1.01
2023,2022-2023,RSV,0.15
2023,2022-2023,RSV,0.18
2023,2022-2023,ILI,0.70
2023,2022-2023,ILI,1.59
2023,2022-2023,Broad Acute Respiratory,13.94
2023,2022-2023,Broad Acute Respiratory,10.93
2023,2022-2023,COVID-19,2.81
2023,2022-2023,COVID-19,1.81
2023,2022-2023,Influenza,0.45
2023,2022-2023,Influenza,0.52
2023,2022-2023,RSV,0.12
2023,2022-2023,RSV,0.13
2023,2022-2023,ILI,0.49
2023,2022-2023,ILI,1.37
2023,2022-2023,Broad Acute Respiratory,13.86
2023,2022-2023,Broad Acute Respiratory,10.33
2023,2022-2023,COVID-19,2.43
2023,2022-2023,COVID-19,1.59
2023,2022-2023,Influenza,0.20
2023,2022-2023,Influenza,0.29
2023,2022-2023,RSV,0.07
2023,2022-2023,RSV,0.07
2023,2022-2023,ILI,0.41
2023,2022-2023,ILI,1.12
2023,2022-2023,Broad Acute Respiratory,12.73
2023,2022-2023,Broad Acute Respiratory,10.45
2023,2022-2023,COVID-19,2.55
2023,2022-2023,COVID-19,1.55
2023,2022-2023,Influenza,0.18
2023,2022-2023,Influenza,0.20
2023,2022-2023,RSV,0.16
2023,2022-2023,RSV,0.11
2023,2022-2023,ILI,0.35
2023,2022-2023,ILI,1.04
2023,2022-2023,Broad Acute Respiratory,13.61
2023,2022-2023,Broad Acute Respiratory,11.06
2023,2022-2023,COVID-19,2.34
2023,2022-2023,COVID-19,1.68
2023,2022-2023,Influenza,0.14
2023,2022-2023,Influenza,0.19
2023,2022-2023,RSV,0.09
2023,2022-2023,RSV,0.06
2023,2022-2023,ILI,0.48
2023,2022-2023,ILI,0.98
2023,2022-2023,Broad Acute Respiratory,13.51
2023,2022-2023,Broad Acute Respiratory,11.45
2023,2022-2023,COVID-19,2.40
2023,2022-2023,COVID-19,1.68
2023,2022-2023,Influenza,0.17
2023,2022-2023,Influenza,0.18
2023,2022-2023,RSV,0.10
2023,2022-2023,RSV,0.05
2023,2022-2023,ILI,0.40
2023,2022-2023,ILI,1.35
2023,2022-2023,Broad Acute Respiratory,13.96
2023,2022-2023,Broad Acute Respiratory,11.65
2023,2022-2023,COVID-19,2.33
2023,2022-2023,COVID-19,1.69
2023,2022-2023,Influenza,0.09
2023,2022-2023,Influenza,0.16
2023,2022-2023,RSV,0.07
2023,2022-2023,RSV,0.05
2023,2022-2023,ILI,0.40
2023,2022-2023,ILI,1.33
2023,2022-2023,Broad Acute Respiratory,13.51
2023,2022-2023,Broad Acute Respiratory,12.38
2023,2022-2023,COVID-19,2.41
2023,2022-2023,COVID-19,1.75
2023,2022-2023,Influenza,0.10
2023,2022-2023,Influenza,0.17
2023,2022-2023,RSV,0.02
2023,2022-2023,RSV,0.03
2023,2022-2023,ILI,0.31
2023,2022-2023,ILI,1.47
2023,2022-2023,Broad Acute Respiratory,13.71
2023,2022-2023,Broad Acute Respiratory,12.75
2023,2022-2023,COVID-19,2.38
2023,2022-2023,COVID-19,1.64
2023,2022-2023,Influenza,0.07
2023,2022-2023,Influenza,0.19
2023,2022-2023,RSV,0.12
2023,2022-2023,RSV,0.05
2023,2022-2023,ILI,0.57
2023,2022-2023,ILI,1.57
2023,2022-2023,Broad Acute Respiratory,13.82
2023,2022-2023,Broad Acute Respiratory,12.75
2023,2022-2023,COVID-19,2.47
2023,2022-2023,COVID-19,1.54
2023,2022-2023,Influenza,0.15
2023,2022-2023,Influenza,0.14
2023,2022-2023,RSV,0.12
2023,2022-2023,RSV,0.05
2023,2022-2023,ILI,0.53
2023,2022-2023,ILI,1.65
2023,2022-2023,Broad Acute Respiratory,12.94
2023,2022-2023,Broad Acute Respiratory,12.11
2023,2022-2023,COVID-19,1.92
2023,2022-2023,COVID-19,1.31
2023,2022-2023,Influenza,0.16
2023,2022-2023,Influenza,0.13
2023,2022-2023,RSV,0.00
2023,2022-2023,RSV,0.00
2023,2022-2023,ILI,0.42
2023,2022-2023,ILI,1.40
2023,2022-2023,Broad Acute Respiratory,13.90
2023,2022-2023,Broad Acute Respiratory,13.17
2023,2022-2023,COVID-19,2.08
2023,2022-2023,COVID-19,1.37
2023,2022-2023,Influenza,0.05
2023,2022-2023,Influenza,0.12
2023,2022-2023,RSV,0.07
2023,2022-2023,RSV,0.03
2023,2022-2023,ILI,0.36
2023,2022-2023,ILI,1.51
2023,2022-2023,Broad Acute Respiratory,13.93
2023,2022-2023,Broad Acute Respiratory,12.62
2023,2022-2023,COVID-19,2.12
2023,2022-2023,COVID-19,1.34
2023,2022-2023,Influenza,0.15
2023,2022-2023,Influenza,0.22
2023,2022-2023,RSV,0.02
2023,2022-2023,RSV,0.02
2023,2022-2023,ILI,0.37
2023,2022-2023,ILI,1.43
2023,2022-2023,Broad Acute Respiratory,13.82
2023,2022-2023,Broad Acute Respiratory,11.94
2023,2022-2023,COVID-19,1.42
2023,2022-2023,COVID-19,1.14
2023,2022-2023,Influenza,0.04
2023,2022-2023,Influenza,0.14
2023,2022-2023,RSV,0.02
2023,2022-2023,RSV,0.01
2023,2022-2023,ILI,0.39
2023,2022-2023,ILI,1.28
2023,2022-2023,Broad Acute Respiratory,14.39
2023,2022-2023,Broad Acute Respiratory,11.08
2023,2022-2023,COVID-19,1.59
2023,2022-2023,COVID-19,1.16
2023,2022-2023,Influenza,0.10
2023,2022-2023,Influenza,0.17
2023,2022-2023,RSV,0.00
2023,2022-2023,RSV,0.02
2023,2022-2023,ILI,0.41
2023,2022-2023,ILI,1.24
2023,2022-2023,Broad Acute Respiratory,13.38
2023,2022-2023,Broad Acute Respiratory,10.93
2023,2022-2023,COVID-19,1.30
2023,2022-2023,COVID-19,0.78
2023,2022-2023,Influenza,0.08
2023,2022-2023,Influenza,0.14
2023,2022-2023,RSV,0.05
2023,2022-2023,RSV,0.02
2023,2022-2023,ILI,0.19
2023,2022-2023,ILI,1.08
2023,2022-2023,Broad Acute Respiratory,13.32
2023,2022-2023,Broad Acute Respiratory,11.34
2023,2022-2023,COVID-19,1.10
2023,2022-2023,COVID-19,0.75
2023,2022-2023,Influenza,0.07
2023,2022-2023,Influenza,0.16
2023,2022-2023,RSV,0.02
2023,2022-2023,RSV,0.01
2023,2022-2023,ILI,0.30
2023,2022-2023,ILI,1.15
2023,2022-2023,Broad Acute Respiratory,12.52
2023,2022-2023,Broad Acute Respiratory,11.22
2023,2022-2023,COVID-19,0.97
2023,2022-2023,COVID-19,0.69
2023,2022-2023,Influenza,0.17
2023,2022-2023,Influenza,0.22
2023,2022-2023,RSV,0.00
