event_year,event_season,respiratory_category,percent
2026,2025-2026,COVID-19,1.49
2025,2025-2026,Broad Acute Respiratory,13.13
2025,2024-2025,RSV,0.04
2025,2024-2025,RSV,0.83
2024,2023-2024,COVID-19,1.53
2025,2025-2026,Broad Acute Respiratory,13.41
2025,2024-2025,Influenza,1.76
2025,2025-2026,COVID-19,0.37
2024,2024-2025,ILI,0.68
2025,2024-2025,COVID-19,0.48
2025,2024-2025,ILI,0.34
2025,2024-2025,RSV,0.02
2025,2024-2025,ILI,0.39
2025,2025-2026,Broad Acute Respiratory,12.87
2024,2023-2024,ILI,0.94
2024,2024-2025,ILI,0.55
2026,2025-2026,RSV,0.60
2026,2025-2026,Influenza,4.52
2026,2025-2026,COVID-19,1.40
2024,2023-2024,Influenza,0.07
2025,2025-2026,COVID-19,1.38
2026,2025-2026,ILI,0.43
2025,2024-2025,Influenza,0.06
2026,2025-2026,RSV,0.75
2024,2023-2024,ILI,0.40
2024,2024-2025,ILI,0.67
2026,2025-2026,Influenza,2.69
2025,2025-2026,ILI,1.55
2025,2024-2025,Influenza,0.05
2025,2025-2026,RSV,0.27
2025,2025-2026,COVID-19,0.24
2025,2024-2025,ILI,0.63
2024,2024-2025,Influenza,0.21
2024,2024-2025,Broad Acute Respiratory,14.83
2025,2024-2025,COVID-19,0.47
2024,2024-2025,RSV,0.31
2024,2023-2024,RSV,0.03
2026,2025-2026,ILI,1.40
2024,2024-2025,RSV,1.02
2025,2024-2025,Influenza,0.19
2026,2025-2026,ILI,2.00
2025,2024-2025,ILI,1.01
2026,2025-2026,Broad Acute Respiratory,12.48
2025,2024-2025,ILI,0.34
2026,2025-2026,RSV,0.80
2025,2025-2026,Influenza,0.27
2026,2025-2026,Broad Acute Respiratory,15.90
2025,2025-2026,RSV,0.89
2025,2024-2025,RSV,0.04
2025,2025-2026,Broad Acute Respiratory,14.69
2025,2025-2026,Broad Acute Respiratory,12.54
2025,2024-2025,Broad Acute Respiratory,9.70
2024,2023-2024,Broad Acute Respiratory,12.06
2025,2024-2025,RSV,0.12
2024,2024-2025,Broad Acute Respiratory,11.68
2024,2023-2024,Influenza,0.05
2025,2024-2025,Broad Acute Respiratory,13.46
2024,2023-2024,ILI,0.93
2026,2025-2026,COVID-19,1.24
2024,2024-2025,COVID-19,0.75
2025,2024-2025,RSV,0.31
2026,2025-2026,Influenza,1.49
2024,2024-2025,Influenza,0.92
2025,2024-2025,COVID-19,0.39
2024,2024-2025,COVID-19,0.95
2025,2024-2025,Broad Acute Respiratory,13.82
2025,2024-2025,RSV,0.06
2026,2025-2026,ILI,1.93
2025,2024-2025,COVID-19,0.22
2024,2023-2024,COVID-19,1.60
2024,2023-2024,Influenza,0.00
2025,2024-2025,Broad Acute Respiratory,13.68
2024,2023-2024,Influenza,0.03
2024,2023-2024,COVID-19,1.81
2025,2024-2025,Influenza,0.04
2026,2025-2026,ILI,1.04
2025,2024-2025,Broad Acute Respiratory,10.52
2024,2024-2025,Broad Acute Respiratory,11.22
2025,2024-2025,ILI,0.26
2025,2024-2025,Broad Acute Respiratory,10.89
2026,2025-2026,RSV,0.01
2024,2023-2024,Influenza,0.08
2025,2024-2025,Influenza,2.33
2026,2025-2026,Influenza,0.14
2026,2025-2026,COVID-19,0.10
2025,2024-2025,Influenza,0.07
2025,2024-2025,COVID-19,0.20
2024,2023-2024,ILI,0.39
2026,2025-2026,Broad Acute Respiratory,15.20
2025,2024-2025,COVID-19,0.49
2025,2025-2026,COVID-19,0.22
2025,2024-2025,RSV,0.21
2024,2024-2025,ILI,0.71
2025,2024-2025,Influenza,0.07
2026,2025-2026,RSV,0.27
2024,2023-2024,Broad Acute Respiratory,11.94
2024,2023-2024,ILI,0.21
2025,2024-2025,ILI,0.52
2025,2024-2025,RSV,0.07
2025,2024-2025,COVID-19,0.14
2025,2024-2025,ILI,0.60
2025,2024-2025,RSV,0.00
2024,2023-2024,COVID-19,1.50
2025,2024-2025,RSV,0.02
2026,2025-2026,RSV,0.10
2026,2025-2026,ILI,0.64
2025,2024-2025,COVID-19,0.71
2025,2024-2025,Influenza,0.02
2025,2024-2025,COVID-19,1.16
2025,2025-2026,RSV,0.03
2025,2024-2025,RSV,0.01
2026,2025-2026,RSV,0.16
2024,2023-2024,ILI,1.18
2024,2023-2024,COVID-19,1.54
2025,2025-2026,RSV,0.00
2025,2024-2025,RSV,0.03
2025,2024-2025,Broad Acute Respiratory,13.66
2025,2025-2026,Broad Acute Respiratory,11.65
2024,2023-2024,COVID-19,1.85
2025,2024-2025,COVID-19,0.93
2025,2025-2026,ILI,0.51
2025,2025-2026,RSV,0.76
2026,2025-2026,Influenza,0.07
2024,2024-2025,RSV,1.38
2024,2024-2025,COVID-19,0.71
2025,2025-2026,RSV,0.03
2025,2025-2026,ILI,1.92
2025,2024-2025,COVID-19,0.24
2026,2025-2026,ILI,0.26
2025,2024-2025,RSV,0.01
2024,2023-2024,RSV,0.02
2026,2025-2026,Broad Acute Respiratory,16.75
2025,2025-2026,COVID-19,0.18
2024,2023-2024,COVID-19,1.11
2025,2024-2025,Broad Acute Respiratory,11.92
2026,2025-2026,Broad Acute Respiratory,12.96
2024,2024-2025,RSV,0.21
2026,2025-2026,Broad Acute Respiratory,16.53
2025,2025-2026,COVID-19,1.79
2025,2024-2025,Broad Acute Respiratory,12.15
2024,2024-2025,Influenza,0.24
2024,2023-2024,RSV,0.00
2025,2024-2025,ILI,0.22
2025,2024-2025,Influenza,1.52
2024,2024-2025,Broad Acute Respiratory,21.22
2026,2025-2026,COVID-19,0.44
2026,2025-2026,Broad Acute Respiratory,17.65
2026,2025-2026,ILI,0.35
2026,2025-2026,COVID-19,0.12
2026,2025-2026,Broad Acute Respiratory,14.52
2025,2024-2025,COVID-19,0.24
2024,2023-2024,COVID-19,1.30
2025,2024-2025,Broad Acute Respiratory,12.06
2025,2024-2025,Influenza,0.06
2025,2024-2025,RSV,0.02
2025,2024-2025,ILI,0.80
2025,2024-2025,Influenza,0.49
2026,2025-2026,COVID-19,0.14
2025,2024-2025,RSV,0.02
2024,2023-2024,RSV,0.01
2025,2025-2026,ILI,0.26
2024,2023-2024,Broad Acute Respiratory,9.87
2024,2024-2025,Influenza,5.79
2025,2024-2025,Broad Acute Respiratory,12.13
2024,2023-2024,Influenza,0.10
2025,2024-2025,ILI,0.25
2024,2023-2024,ILI,0.42
2025,2024-2025,Influenza,2.44
2025,2025-2026,COVID-19,0.24
2026,2025-2026,ILI,0.28
2026,2025-2026,Influenza,0.84
2024,2024-2025,COVID-19,0.30
2025,2024-2025,Influenza,0.05
2025,2025-2026,Influenza,0.07
2025,2024-2025,RSV,0.31
2024,2023-2024,ILI,0.82
2025,2025-2026,COVID-19,0.85
2026,2025-2026,Broad Acute Respiratory,14.34
2025,2024-2025,RSV,0.16
2026,2025-2026,ILI,1.87
2024,2023-2024,RSV,0.00
2024,2024-2025,ILI,4.40
2024,2023-2024,COVID-19,1.07
2025,2024-2025,ILI,2.30
2025,2024-2025,Broad Acute Respiratory,15.49
2025,2024-2025,ILI,1.17
2026,2025-2026,ILI,1.16
2025,2024-2025,COVID-19,0.18
2024,2023-2024,COVID-19,1.23
2024,2023-2024,ILI,0.29
2026,2025-2026,Broad Acute Respiratory,13.10
2024,2023-2024,Influenza,0.09
2025,2025-2026,COVID-19,0.70
2025,2025-2026,Influenza,6.74
2025,2025-2026,ILI,4.23
2026,2025-2026,Influenza,1.83
2024,2023-2024,Broad Acute Respiratory,8.28
2026,2025-2026,RSV,0.68
2025,2024-2025,COVID-19,1.14
2024,2023-2024,Broad Acute Respiratory,12.02
2026,2025-2026,COVID-19,0.03
2025,2024-2025,Broad Acute Respiratory,8.77
2025,2024-2025,ILI,0.34
2024,2023-2024,COVID-19,1.26
2026,2025-2026,Influenza,0.00
2024,2024-2025,ILI,1.32
2025,2024-2025,ILI,1.52
2024,2024-2025,COVID-19,1.24
2024,2024-2025,Influenza,0.10
2024,2023-2024,RSV,0.02
2026,2025-2026,Broad Acute Respiratory,10.34
2024,2023-2024,Broad Acute Respiratory,11.56
2024,2023-2024,Influenza,0.05
2026,2025-2026,Broad Acute Respiratory,15.45
2026,2025-2026,Broad Acute Respiratory,19.52
2026,2025-2026,ILI,0.50
2025,2024-2025,Influenza,0.34
2026,2025-2026,Broad Acute Respiratory,6.37
2026,2025-2026,Broad Acute Respiratory,8.59
2026,2025-2026,Broad Acute Respiratory,13.88
2026,2025-2026,RSV,0.25
2025,2024-2025,COVID-19,0.41
2026,2025-2026,Influenza,0.92
2024,2024-2025,RSV,0.85
2024,2023-2024,RSV,0.01
2025,2025-2026,Broad Acute Respiratory,9.77
2024,2024-2025,Influenza,0.16
2026,2025-2026,RSV,0.03
2025,2024-2025,Influenza,5.30
2026,2025-2026,Influenza,0.75
2025,2025-2026,Broad Acute Respiratory,20.21
2025,2024-2025,COVID-19,0.41
2024,2024-2025,Broad Acute Respiratory,12.46
2024,2024-2025,COVID-19,0.36
2024,2024-2025,COVID-19,0.39
2026,2025-2026,Broad Acute Respiratory,14.15
2025,2024-2025,Broad Acute Respiratory,7.28
2026,2025-2026,RSV,0.04
2025,2025-2026,Influenza,0.06
2025,2024-2025,RSV,0.01
2026,2025-2026,COVID-19,0.12
2026,2025-2026,ILI,0.82
2024,2023-2024,Influenza,0.10
2024,2023-2024,Influenza,0.11
2025,2024-2025,ILI,0.61
2025,2025-2026,COVID-19,0.24
2026,2025-2026,RSV,0.07
2024,2024-2025,COVID-19,0.57
2025,2024-2025,RSV,0.01
2026,2025-2026,COVID-19,0.02
2024,2023-2024,Broad Acute Respiratory,8.90
2026,2025-2026,COVID-19,0.18
2024,2024-2025,COVID-19,0.36
2025,2024-2025,Influenza,4.24
2024,2024-2025,RSV,0.14
2026,2025-2026,ILI,1.84
2024,2023-2024,ILI,1.02
2024,2024-2025,Broad Acute Respiratory,14.45
2026,2025-2026,Influenza,0.03
2024,2024-2025,Broad Acute Respiratory,9.30
2024,2024-2025,Influenza,2.83
2025,2024-2025,ILI,4.30
2024,2024-2025,Broad Acute Respiratory,19.90
2025,2024-2025,Broad Acute Respiratory,11.41
2026,2025-2026,ILI,0.51
2026,2025-2026,Broad Acute Respiratory,7.42
2025,2025-2026,Broad Acute Respiratory,21.99
2025,2025-2026,RSV,0.03
2026,2025-2026,ILI,0.98
2024,2024-2025,Influenza,0.35
2025,2025-2026,RSV,0.58
2025,2025-2026,RSV,0.98
2026,2025-2026,COVID-19,0.03
2026,2025-2026,Influenza,0.15
2026,2025-2026,COVID-19,0.18
2026,2025-2026,ILI,0.62
2025,2024-2025,RSV,0.29
2025,2025-2026,ILI,1.05
2024,2023-2024,ILI,0.44
2025,2024-2025,Influenza,0.02
2024,2024-2025,ILI,1.19
2024,2024-2025,Influenza,0.54
2026,2025-2026,COVID-19,0.06
2024,2024-2025,RSV,0.08
2026,2025-2026,ILI,0.22
2025,2024-2025,Influenza,0.04
2024,2024-2025,ILI,1.83
2026,2025-2026,ILI,0.28
2024,2023-2024,ILI,1.30
2026,2025-2026,COVID-19,0.05
2025,2024-2025,RSV,0.03
2026,2025-2026,ILI,0.93
2026,2025-2026,Broad Acute Respiratory,14.28
2025,2024-2025,Influenza,6.26
2026,2025-2026,RSV,0.04
2024,2023-2024,COVID-19,1.11
2026,2025-2026,ILI,0.45
2025,2024-2025,Influenza,0.03
2024,2024-2025,COVID-19,0.84
2026,2025-2026,COVID-19,0.05
2025,2024-2025,RSV,0.00
2025,2025-2026,Influenza,0.53
2026,2025-2026,Influenza,0.08
2025,2024-2025,COVID-19,0.36
2026,2025-2026,Broad Acute Respiratory,9.25
2026,2025-2026,ILI,0.27
2025,2024-2025,Broad Acute Respiratory,6.92
2026,2025-2026,Broad Acute Respiratory,13.09
2025,2025-2026,Influenza,0.41
2026,2025-2026,Influenza,0.10
2026,2025-2026,Influenza,0.20
2025,2025-2026,Broad Acute Respiratory,9.02
2026,2025-2026,RSV,0.82
2025,2024-2025,COVID-19,0.53
2025,2024-2025,RSV,0.00
2025,2024-2025,Broad Acute Respiratory,11.05
2026,2025-2026,Broad Acute Respiratory,16.95
2025,2024-2025,ILI,0.56
2025,2025-2026,Broad Acute Respiratory,22.70
2026,2025-2026,COVID-19,0.08
2025,2024-2025,ILI,1.42
2024,2023-2024,Influenza,0.04
2025,2025-2026,Broad Acute Respiratory,9.57
2024,2023-2024,RSV,0.01
2024,2023-2024,RSV,0.03
2026,2025-2026,ILI,1.29
2026,2025-2026,ILI,2.70
2026,2025-2026,Influenza,0.85
2026,2025-2026,ILI,1.69
2025,2024-2025,ILI,3.34
2025,2024-2025,RSV,0.00
2024,2023-2024,Broad Acute Respiratory,8.25
2025,2025-2026,Broad Acute Respiratory,9.42
2025,2025-2026,COVID-19,0.36
2025,2024-2025,ILI,0.56
2026,2025-2026,COVID-19,1.36
2026,2025-2026,RSV,0.07
2025,2024-2025,Broad Acute Respiratory,6.78
2026,2025-2026,ILI,0.40
2025,2024-2025,ILI,1.08
2024,2023-2024,Influenza,0.08
2025,2024-2025,Influenza,0.05
2025,2025-2026,ILI,0.69
2025,2025-2026,ILI,0.47
2026,2025-2026,RSV,0.12
2025,2024-2025,RSV,0.64
2025,2024-2025,COVID-19,0.22
2025,2025-2026,Influenza,1.04
2025,2024-2025,ILI,0.29
2024,2024-2025,Broad Acute Respiratory,13.51
2026,2025-2026,ILI,0.95
2026,2025-2026,ILI,0.31
2026,2025-2026,RSV,0.02
2026,2025-2026,Broad Acute Respiratory,13.64
2025,2025-2026,ILI,0.43
2026,2025-2026,COVID-19,0.08
2024,2024-2025,Influenza,2.10
2025,2024-2025,ILI,0.50
2026,2025-2026,RSV,0.78
2026,2025-2026,Broad Acute Respiratory,8.85
2026,2025-2026,COVID-19,0.98
2026,2025-2026,RSV,0.01
2026,2025-2026,COVID-19,0.12
2025,2024-2025,Broad Acute Respiratory,9.18
2026,2025-2026,Broad Acute Respiratory,12.52
2025,2025-2026,RSV,0.53
2025,2025-2026,Influenza,0.05
2025,2024-2025,Broad Acute Respiratory,6.79
2025,2025-2026,RSV,0.66
2024,2023-2024,Broad Acute Respiratory,11.20
2026,2025-2026,COVID-19,0.05
2024,2023-2024,Broad Acute Respiratory,9.64
2024,2024-2025,RSV,0.04
2026,2025-2026,Influenza,0.04
2026,2025-2026,ILI,0.47
2025,2024-2025,Influenza,0.02
2025,2024-2025,COVID-19,1.23
2026,2025-2026,ILI,0.22
2026,2025-2026,Influenza,0.03
2024,2024-2025,Influenza,0.11
2025,2024-2025,COVID-19,0.76
2025,2025-2026,ILI,0.90
2025,2024-2025,Broad Acute Respiratory,19.70
2025,2024-2025,RSV,0.28
2025,2024-2025,Influenza,0.87
2025,2024-2025,Influenza,0.04
2026,2025-2026,Broad Acute Respiratory,13.19
2024,2023-2024,Broad Acute Respiratory,9.03
2025,2024-2025,Broad Acute Respiratory,18.17
2025,2024-2025,ILI,0.27
2025,2024-2025,RSV,1.09
2025,2024-2025,Influenza,5.18
2026,2025-2026,Influenza,0.06
2025,2024-2025,COVID-19,1.02
2025,2024-2025,Broad Acute Respiratory,12.73
2025,2024-2025,Influenza,3.11
2024,2024-2025,Broad Acute Respiratory,13.23
2025,2024-2025,ILI,1.09
2026,2025-2026,ILI,0.49
2026,2025-2026,COVID-19,0.05
2025,2024-2025,COVID-19,0.13
2025,2024-2025,ILI,0.37
2025,2025-2026,RSV,0.18
2025,2024-2025,Broad Acute Respiratory,14.34
2024,2024-2025,Influenza,5.56
2026,2025-2026,Influenza,0.92
2025,2025-2026,COVID-19,0.21
2024,2023-2024,ILI,0.67
2024,2024-2025,RSV,1.30
2025,2025-2026,COVID-19,0.76
2025,2024-2025,COVID-19,0.31
2026,2025-2026,COVID-19,0.10
2026,2025-2026,Influenza,0.27
2025,2024-2025,ILI,1.47
2025,2024-2025,Influenza,0.04
2026,2025-2026,RSV,0.04
2024,2024-2025,Broad Acute Respiratory,10.86
2024,2024-2025,RSV,0.93
2026,2025-2026,ILI,0.23
2024,2024-2025,ILI,2.93
2025,2024-2025,COVID-19,1.57
2024,2024-2025,Broad Acute Respiratory,16.09
2026,2025-2026,ILI,0.31
2026,2025-2026,RSV,0.32
2024,2024-2025,ILI,1.36
2024,2024-2025,RSV,0.78
2025,2024-2025,ILI,0.61
2025,2024-2025,ILI,4.26
2026,2025-2026,Broad Acute Respiratory,7.85
2025,2024-2025,Broad Acute Respiratory,9.46
2024,2023-2024,COVID-19,0.96
2025,2024-2025,Broad Acute Respiratory,8.41
2026,2025-2026,ILI,0.61
2025,2024-2025,RSV,0.01
2025,2025-2026,COVID-19,0.26
2024,2024-2025,Broad Acute Respiratory,11.07
2025,2024-2025,RSV,0.02
2026,2025-2026,RSV,0.51
2026,2025-2026,Influenza,0.05
2024,2024-2025,COVID-19,0.45
2026,2025-2026,ILI,2.09
2025,2024-2025,RSV,0.01
2025,2024-2025,Influenza,0.04
2025,2024-2025,ILI,1.24
2024,2024-2025,ILI,1.59
2026,2025-2026,Influenza,0.07
2026,2025-2026,Broad Acute Respiratory,9.71
2025,2024-2025,Broad Acute Respiratory,18.93
2025,2024-2025,Influenza,6.42
2025,2025-2026,Broad Acute Respiratory,13.05
2026,2025-2026,COVID-19,0.06
2024,2024-2025,COVID-19,1.38
2025,2024-2025,Influenza,0.07
2024,2023-2024,COVID-19,1.90
2025,2024-2025,COVID-19,0.65
2026,2025-2026,Influenza,0.25
2025,2024-2025,COVID-19,0.29
2026,2025-2026,RSV,0.25
2025,2024-2025,Broad Acute Respiratory,18.27
2026,2025-2026,Broad Acute Respiratory,10.69
2025,2024-2025,Influenza,4.49
2025,2025-2026,COVID-19,1.37
2026,2025-2026,Influenza,0.03
2025,2024-2025,ILI,1.15
2026,2025-2026,Influenza,0.01
2026,2025-2026,RSV,0.67
2025,2024-2025,Broad Acute Respiratory,10.70
2026,2025-2026,COVID-19,0.06
2026,2025-2026,RSV,0.04
2026,2025-2026,Influenza,0.02
2026,2025-2026,Influenza,0.56
2025,2025-2026,Influenza,0.09
2026,2025-2026,Influenza,0.02
2024,2024-2025,ILI,1.07
2025,2024-2025,Influenza,0.05
2026,2025-2026,Broad Acute Respiratory,5.22
2025,2024-2025,Broad Acute Respiratory,10.69
2025,2024-2025,Broad Acute Respiratory,9.77
2026,2025-2026,Influenza,0.03
2026,2025-2026,Influenza,1.44
2025,2024-2025,RSV,0.03
2026,2025-2026,RSV,0.01
2026,2025-2026,Broad Acute Respiratory,13.42
2026,2025-2026,COVID-19,0.09
2026,2025-2026,Influenza,0.40
2024,2023-2024,COVID-19,1.66
2026,2025-2026,Broad Acute Respiratory,9.93
2026,2025-2026,COVID-19,0.92
2025,2024-2025,COVID-19,1.18
2026,2025-2026,RSV,0.04
2025,2024-2025,ILI,0.98
2026,2025-2026,Broad Acute Respiratory,11.94
2025,2024-2025,ILI,0.37
2025,2024-2025,RSV,0.48
2026,2025-2026,ILI,0.83
2024,2023-2024,ILI,1.19
2025,2024-2025,ILI,0.79
2025,2025-2026,RSV,0.03
2024,2024-2025,COVID-19,0.70
2025,2024-2025,Broad Acute Respiratory,10.01
2025,2024-2025,COVID-19,1.45
2026,2025-2026,RSV,0.00
2025,2024-2025,RSV,0.04
2025,2024-2025,COVID-19,0.58
2025,2024-2025,Broad Acute Respiratory,16.15
2026,2025-2026,ILI,0.30
2026,2025-2026,ILI,1.05
2025,2024-2025,COVID-19,0.31
2025,2024-2025,RSV,0.80
2025,2024-2025,RSV,0.00
2025,2024-2025,Influenza,6.98
2025,2024-2025,COVID-19,0.41
2026,2025-2026,ILI,0.37
2026,2025-2026,Influenza,0.10
2025,2024-2025,COVID-19,0.45
2026,2025-2026,RSV,0.01
2026,2025-2026,RSV,0.00
2026,2025-2026,ILI,1.54
2025,2025-2026,Broad Acute Respiratory,10.66
2024,2023-2024,COVID-19,1.71
2026,2025-2026,COVID-19,0.55
2025,2024-2025,ILI,1.06
2024,2024-2025,Broad Acute Respiratory,12.83
2026,2025-2026,Influenza,1.43
2025,2024-2025,COVID-19,1.36
2026,2025-2026,Broad Acute Respiratory,6.33
2026,2025-2026,Influenza,0.18
2024,2024-2025,Influenza,0.11
2026,2025-2026,Broad Acute Respiratory,11.44
2026,2025-2026,Influenza,1.72
2024,2024-2025,ILI,2.24
2026,2025-2026,COVID-19,0.25
2025,2024-2025,RSV,0.05
2025,2024-2025,ILI,3.94
2026,2025-2026,ILI,0.56
2025,2024-2025,Broad Acute Respiratory,10.64
2026,2025-2026,Broad Acute Respiratory,9.51
2024,2024-2025,RSV,0.45
2026,2025-2026,COVID-19,0.06
2026,2025-2026,Influenza,0.08
2025,2024-2025,COVID-19,0.55
2026,2025-2026,RSV,1.03
2025,2024-2025,Influenza,0.05
2026,2025-2026,Broad Acute Respiratory,9.57
2026,2025-2026,COVID-19,0.05
2024,2023-2024,RSV,0.02
2026,2025-2026,RSV,0.05
2025,2025-2026,Influenza,8.93
2025,2024-2025,Influenza,0.46
2026,2025-2026,RSV,0.02
2025,2024-2025,RSV,0.00
2024,2023-2024,Influenza,0.06
2025,2024-2025,COVID-19,0.80
2025,2024-2025,Broad Acute Respiratory,12.41
2025,2024-2025,ILI,2.00
2026,2025-2026,ILI,0.30
2024,2024-2025,COVID-19,0.65
2026,2025-2026,COVID-19,0.03
2026,2025-2026,COVID-19,0.91
2025,2024-2025,RSV,0.02
2026,2025-2026,RSV,0.09
2024,2023-2024,COVID-19,1.48
2025,2025-2026,ILI,1.22
2024,2024-2025,ILI,0.43
2026,2025-2026,Broad Acute Respiratory,7.31
2026,2025-2026,COVID-19,0.04
2026,2025-2026,RSV,0.00
2026,2025-2026,COVID-19,0.07
2024,2023-2024,Broad Acute Respiratory,13.52
2024,2023-2024,RSV,0.00
2026,2025-2026,Broad Acute Respiratory,11.64
2026,2025-2026,RSV,0.14
2024,2024-2025,ILI,0.30
2025,2024-2025,COVID-19,0.19
2025,2024-2025,Broad Acute Respiratory,19.35
2025,2024-2025,Influenza,2.10
2025,2024-2025,COVID-19,1.32
2025,2025-2026,Influenza,0.80
2026,2025-2026,Broad Acute Respiratory,13.58
2026,2025-2026,Broad Acute Respiratory,15.58
2024,2023-2024,ILI,0.97
2024,2024-2025,ILI,4.22
2026,2025-2026,Broad Acute Respiratory,7.40
2024,2023-2024,COVID-19,1.74
2024,2024-2025,Influenza,1.54
2024,2023-2024,RSV,0.00
2026,2025-2026,ILI,0.55
2025,2024-2025,Broad Acute Respiratory,6.74
2026,2025-2026,ILI,1.13
2025,2024-2025,RSV,0.40
2026,2025-2026,ILI,0.55
2024,2023-2024,Influenza,0.08
2025,2024-2025,ILI,1.03
2026,2025-2026,Broad Acute Respiratory,14.08
2026,2025-2026,Influenza,1.66
2026,2025-2026,RSV,0.90
2025,2024-2025,COVID-19,0.26
2025,2024-2025,RSV,0.12
2024,2024-2025,Influenza,0.29
2025,2025-2026,COVID-19,0.30
2025,2024-2025,Broad Acute Respiratory,17.39
2025,2025-2026,ILI,4.77
2026,2025-2026,COVID-19,0.15
2025,2024-2025,COVID-19,1.17
2025,2025-2026,RSV,0.00
2025,2025-2026,Broad Acute Respiratory,14.82
2026,2025-2026,Broad Acute Respiratory,8.97
2026,2025-2026,RSV,0.55
2025,2025-2026,COVID-19,0.25
2026,2025-2026,COVID-19,0.84
2026,2025-2026,COVID-19,0.13
2026,2025-2026,RSV,0.75
2026,2025-2026,RSV,0.32
2026,2025-2026,Broad Acute Respiratory,12.24
2025,2024-2025,Influenza,0.03
2025,2024-2025,Broad Acute Respiratory,13.03
2026,2025-2026,Influenza,0.10
2025,2025-2026,ILI,0.43
2026,2025-2026,RSV,0.07
2026,2025-2026,ILI,0.95
2026,2025-2026,RSV,0.20
2026,2025-2026,Influenza,0.04
2026,2025-2026,Broad Acute Respiratory,14.05
2026,2025-2026,Influenza,0.10
2026,2025-2026,Influenza,2.79
2026,2025-2026,COVID-19,0.05
2026,2025-2026,Broad Acute Respiratory,13.67
2025,2024-2025,Influenza,0.46
2025,2024-2025,Influenza,0.06
2026,2025-2026,COVID-19,0.74
2024,2024-2025,ILI,0.38
2026,2025-2026,ILI,0.32
2025,2024-2025,RSV,0.02
2026,2025-2026,Broad Acute Respiratory,16.40
2025,2024-2025,ILI,0.88
2026,2025-2026,COVID-19,0.05
2026,2025-2026,ILI,1.01
2025,2024-2025,ILI,3.50
2025,2025-2026,Influenza,0.09
2026,2025-2026,Broad Acute Respiratory,11.41
2026,2025-2026,COVID-19,1.10
2025,2024-2025,RSV,0.00
2025,2024-2025,ILI,3.57
2024,2023-2024,RSV,0.07
2024,2024-2025,RSV,1.23
2025,2024-2025,RSV,0.30
2024,2024-2025,COVID-19,1.70
2024,2024-2025,Broad Acute Respiratory,21.51
2024,2024-2025,Broad Acute Respiratory,12.35
2025,2025-2026,Influenza,0.08
2025,2025-2026,ILI,1.12
2026,2025-2026,ILI,0.59
2024,2023-2024,Influenza,0.02
2024,2023-2024,COVID-19,0.56
2025,2025-2026,Influenza,4.95
2025,2024-2025,COVID-19,0.91
2026,2025-2026,RSV,0.61
2025,2025-2026,Influenza,2.51
2024,2024-2025,RSV,0.02
2025,2024-2025,ILI,0.88
2025,2024-2025,Influenza,0.20
2024,2024-2025,RSV,0.04
2026,2025-2026,ILI,0.72
2024,2024-2025,ILI,1.53
2026,2025-2026,ILI,0.68
2024,2024-2025,Influenza,4.06
2025,2025-2026,RSV,0.07
2026,2025-2026,COVID-19,1.58
2025,2025-2026,Influenza,0.02
2024,2024-2025,Broad Acute Respiratory,17.00
2025,2024-2025,Broad Acute Respiratory,16.10
2024,2024-2025,COVID-19,1.70
2025,2024-2025,Broad Acute Respiratory,19.87
2025,2024-2025,Influenza,1.19
2025,2024-2025,RSV,0.03
2025,2024-2025,RSV,0.10
2025,2025-2026,COVID-19,1.73
2025,2024-2025,COVID-19,0.48
2024,2024-2025,RSV,1.65
2026,2025-2026,Influenza,2.05
2026,2025-2026,ILI,0.90
2025,2025-2026,RSV,0.51
2024,2023-2024,ILI,0.28
2025,2024-2025,ILI,2.04
2024,2024-2025,ILI,0.40
2025,2024-2025,Influenza,4.75
2024,2023-2024,Broad Acute Respiratory,11.52
2024,2024-2025,RSV,1.72
2025,2024-2025,RSV,0.21
2025,2024-2025,ILI,0.48
2025,2024-2025,Influenza,0.08
2025,2024-2025,ILI,0.33
2024,2023-2024,ILI,0.36
2024,2024-2025,Broad Acute Respiratory,10.14
2025,2024-2025,RSV,0.02
2024,2023-2024,RSV,0.05
2026,2025-2026,RSV,0.58
2025,2024-2025,Broad Acute Respiratory,9.67
2025,2024-2025,COVID-19,0.26
2025,2025-2026,COVID-19,0.38
2025,2024-2025,Influenza,4.06
2024,2024-2025,COVID-19,1.07
2025,2024-2025,Broad Acute Respiratory,12.61
2024,2024-2025,COVID-19,0.50
2025,2024-2025,ILI,1.20
2024,2023-2024,Broad Acute Respiratory,9.35
2025,2024-2025,Influenza,0.06
2025,2024-2025,RSV,0.07
2024,2024-2025,COVID-19,0.56
2025,2024-2025,Broad Acute Respiratory,17.91
2024,2023-2024,Influenza,0.05
2025,2024-2025,ILI,0.11
2025,2024-2025,COVID-19,0.19
2025,2024-2025,COVID-19,0.30
2025,2025-2026,Broad Acute Respiratory,13.56
2025,2024-2025,Influenza,0.16
2024,2024-2025,Influenza,3.60
2025,2024-2025,ILI,0.71
2025,2024-2025,Influenza,0.07
2025,2024-2025,RSV,0.65
2024,2024-2025,ILI,1.16
2025,2024-2025,COVID-19,0.14
2015,2015-2016,ILI,3.63
2015,2015-2016,ILI,3.87
2015,2015-2016,ILI,3.96
2015,2015-2016,ILI,4.01
2015,2015-2016,ILI,4.14
2015,2015-2016,ILI,4.74
2015,2015-2016,ILI,4.40
2015,2015-2016,ILI,4.80
